,p,f,f1,f3
0,0.860014796257019,0.941093683242798,0.8987293243408203,0.932304322719574
1,0.7785221338272095,0.8363876342773438,0.8064181804656982,0.8302168250083923
2,0.7522765398025513,0.758263111114502,0.7552579641342163,0.7576601505279541
3,0.7263892889022827,0.7564146518707275,0.7410980463027954,0.7533009052276611
4,0.7711572051048279,0.8442542552947998,0.8060519099235535,0.8363268375396729
5,0.8333150148391724,0.8287352919578552,0.83101886510849,0.8291909694671631
6,0.6679890155792236,0.7674082517623901,0.7142556309700012,0.7561541795730591
7,0.555898129940033,0.4191003441810608,0.4779024720191955,0.429673969745636
8,0.7327200174331665,0.8467669486999512,0.7856261134147644,0.8337891101837158
9,0.8124362230300903,0.7751234769821167,0.793341338634491,0.7786998152732849
10,0.7813792824745178,0.8157563209533691,0.798197865486145,0.8121830821037292
11,0.7553589344024658,0.762992262840271,0.7591564655303955,0.7622220516204834
12,0.6883522272109985,0.7672451138496399,0.7256606817245483,0.7585512399673462
13,0.6642403602600098,0.7730225920677185,0.7145147323608398,0.7605668306350708
14,0.7154224514961243,0.8306364417076111,0.7687365412712097,0.8174716234207153
15,0.8145143389701843,0.8646508455276489,0.8388341665267944,0.8593611121177673
16,0.7141819000244141,0.81209397315979,0.7599973678588867,0.8011109828948975
17,0.7251257300376892,0.802014946937561,0.7616347670555115,0.7935999631881714
18,0.695805549621582,0.8523688316345215,0.7661707401275635,0.8336117267608643
19,0.7489054203033447,0.8771817684173584,0.807983934879303,0.8624100089073181
20,0.8103911876678467,0.7467043399810791,0.7772453427314758,0.7526190876960754
average,0.7430664641516549,0.7942007184028625,0.766087259565081,0.7881440378370739
