,p,f,f1,f3
0,0.8397412896156311,0.8932063579559326,0.8656491041183472,0.8875554203987122
1,0.6934338212013245,0.6621624231338501,0.6774373650550842,0.6651620864868164
2,0.6916577816009521,0.6517077684402466,0.6710887551307678,0.6554938554763794
3,0.6132325530052185,0.5383164286613464,0.5733376145362854,0.5449742078781128
4,0.6811099052429199,0.7326716184616089,0.7059504985809326,0.7271667122840881
5,0.8324949145317078,0.7546001076698303,0.7916359901428223,0.7617274522781372
6,0.5547952651977539,0.6422463655471802,0.5953264236450195,0.6322798728942871
7,0.715595006942749,0.6087480783462524,0.6578614115715027,0.6179751753807068
8,0.7429385781288147,0.7961979508399963,0.768646776676178,0.7905308604240417
9,0.7184282541275024,0.6615540981292725,0.688819169998169,0.6668331027030945
10,0.6664174199104309,0.7460835576057434,0.7040038704872131,0.7372698783874512
11,0.695624828338623,0.6758232116699219,0.6855810880661011,0.6777525544166565
12,0.7646796107292175,0.6877512335777283,0.7241781949996948,0.6947405338287354
13,0.6102567315101624,0.601097583770752,0.605642557144165,0.6020011305809021
14,0.7428725957870483,0.6976157426834106,0.7195332646369934,0.7018917798995972
15,0.7904459834098816,0.7746743559837341,0.7824807167053223,0.7762231826782227
16,0.755773663520813,0.7508050799369812,0.7532812356948853,0.7512990236282349
17,0.7711111307144165,0.6983674764633179,0.7329387664794922,0.7050182819366455
18,0.7914671897888184,0.7417542934417725,0.7658047676086426,0.7464427947998047
19,0.6789534091949463,0.666359543800354,0.6725975275039673,0.6675979495048523
20,0.8016408085823059,0.6462306976318359,0.7155951261520386,0.6590065360069275
average,0.721555749575297,0.6965701892262414,0.7074947726158869,0.6985210662796384
