20.81,18.4,22.05
22.99,26.75,24.85
19.71,17.02,21.82
22.82,26.41,26.36
32.46,50.7,32.03
56.3,47.53,45.5
25.48,18.24,17.66
33.6,29.25,29.42
23.95,18.49,20.46
14.15,16.0,24.24
14.56,17.44,23.42
18.72,13.41,14.9
18.57,20.21,20.39
28.13,34.95,60.89
55.65,64.56,53.29
30.53,57.71,53.11
34.91,28.0,28.12
29.85,37.69,30.75
53.3,43.16,33.59
65.85,32.83,29.54
125.39,144.85,122.22
35.60619047619047,36.36190476190476,34.98142857142857
