,p,f,f1,f3
0,0.8358269929885864,0.8426892757415771,0.8392440676689148,0.8419979214668274
1,0.7088271379470825,0.7097755074501038,0.7093009948730469,0.7096805572509766
2,0.6639777421951294,0.5988656282424927,0.6297430992126465,0.6047964692115784
3,0.6816234588623047,0.6110488176345825,0.6444095969200134,0.617441713809967
4,0.7247880101203918,0.629491925239563,0.6737871170043945,0.6378788352012634
5,0.694845974445343,0.708694577217102,0.7017019391059875,0.7072848677635193
6,0.5944294929504395,0.6237468719482422,0.6087353825569153,0.6206856369972229
7,0.6645395159721375,0.6442297697067261,0.654227077960968,0.6462047100067139
8,0.6977247595787048,0.7265288829803467,0.711835503578186,0.7235418558120728
9,0.7181540727615356,0.65663743019104,0.6860194802284241,0.6623107194900513
10,0.6047848463058472,0.6674482226371765,0.6345733404159546,0.6606035828590393
11,0.7044715285301208,0.6661577820777893,0.684779167175293,0.6698006391525269
12,0.6460796594619751,0.6874219179153442,0.6661099195480347,0.6830511689186096
13,0.6222814917564392,0.5919660925865173,0.6067453622817993,0.5948640704154968
14,0.6413691639900208,0.599970817565918,0.619979739189148,0.6038685441017151
15,0.7106660008430481,0.7450243830680847,0.7274397015571594,0.7414397597312927
16,0.707313060760498,0.6607458591461182,0.6832368969917297,0.665124773979187
17,0.7877709865570068,0.7063014507293701,0.7448150515556335,0.7136821150779724
18,0.6005974411964417,0.6964585781097412,0.6449856758117676,0.6855170726776123
19,0.7086459398269653,0.7052501440048218,0.706943929195404,0.7055882215499878
20,0.7379470467567444,0.6748000979423523,0.7049623131752014,0.68062424659729
average,0.688412586847941,0.6739644777207148,0.6801702550479344,0.6750470229557582
