,p,f,f1,f3
0,0.8710322380065918,0.9506680965423584,0.9091094732284546,0.9420551657676696
1,0.7761459350585938,0.8187729120254517,0.7968897819519043,0.8143006563186646
2,0.7571868300437927,0.6928591728210449,0.7235960364341736,0.6987959146499634
3,0.7554603815078735,0.7146904468536377,0.7345101237297058,0.7185682654380798
4,0.8253836631774902,0.7938742637634277,0.8093224167823792,0.7969164848327637
5,0.8573395013809204,0.7826659679412842,0.8183026909828186,0.7895428538322449
6,0.7500981688499451,0.7813786864280701,0.7654189467430115,0.778133749961853
7,0.7264013290405273,0.7027140855789185,0.7143614292144775,0.70501309633255
8,0.736789882183075,0.83948814868927,0.7847935557365417,0.827947735786438
9,0.7810236215591431,0.8326714038848877,0.806020975112915,0.827201247215271
10,0.7535139918327332,0.7979773283004761,0.7751085162162781,0.7932962775230408
11,0.7519601583480835,0.7811891436576843,0.7662960290908813,0.7781644463539124
12,0.7473577857017517,0.7624115347862244,0.754809558391571,0.7608789801597595
13,0.719853401184082,0.8017488718032837,0.7585972547531128,0.7927302718162537
14,0.8113597631454468,0.822952389717102,0.8171150088310242,0.8217782378196716
15,0.8211630582809448,0.8339559435844421,0.8275100588798523,0.8326587677001953
16,0.6435604095458984,0.7334961295127869,0.6855913400650024,0.7233870625495911
17,0.766323447227478,0.8245681524276733,0.7943795919418335,0.818348228931427
18,0.8614616394042969,0.8700122833251953,0.8657158613204956,0.8691495656967163
19,0.7522343397140503,0.8257849216461182,0.7872955203056335,0.8177888989448547
20,0.8566205501556396,0.689190149307251,0.763837993144989,0.7029292583465576
average,0.7772509569213504,0.7930033348855519,0.7837420077550978,0.7909326269513085
